FID_1,X_COORD,Y_COORD,NOM,SOUS_PREF,PCODE1,PCODE2,PCODE3,PAYS,AUTEUR,DISTRICT,CL_DISTRIC,DEPARTEMEN,DATE_CREAT,MAJ,DATE_MAJ,PCODES,PCODE4,REGION,CL_REGION
400,-58077.70000000000,917610.00000000000,Santa,SANTA1,CIV05,CIV0502,CIV050203,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,OUANINOU,2008,OCHA-CI,2012,OCHA-CI,CIV05020304,BAFING,TOUBA
401,-1189.60000000000,901800.00000000000,Dioman,DIOMAN,CIV05,CIV0502,CIV050202,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,TOUBA,2008,OCHA-CI,2012,OCHA-CI,CIV05020203,BAFING,TOUBA
402,126702.00000000000,599433.00000000000,Grihiri,GRIHIRI,CIV12,CIV1203,CIV120301,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,SASSANDRA,2008,OCHA-CI,2012,OCHA-CI,CIV12030102,GBOKLE,SASSANDRA
403,128877.00000000000,563175.00000000000,Lobakuya,LOBAKUYA,CIV12,CIV1203,CIV120301,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,SASSANDRA,2008,OCHA-CI,2012,OCHA-CI,CIV12030103,GBOKLE,SASSANDRA
404,143246.00000000000,576486.00000000000,Medon,MEDON,CIV12,CIV1203,CIV120301,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,SASSANDRA,2008,OCHA-CI,2012,OCHA-CI,CIV12030105,GBOKLE,SASSANDRA
405,72632.20000000000,681414.00000000000,Dapéoua,DAPEOUA,CIV12,CIV1201,CIV120101,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,SOUBRE,2008,OCHA-CI,2012,OCHA-CI,CIV12010102,NAWA,SOUBRE
406,92188.39999999999,641926.00000000000,Gnanmangui,GNAMANGUI,CIV12,CIV1201,CIV120101,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,SOUBRE,2008,OCHA-CI,2012,OCHA-CI,CIV12010106,NAWA,SOUBRE
407,13150.90000000000,524312.00000000000,Dapo-Iboké,DAPO-IBOKE,CIV12,CIV1202,CIV120201,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,TABOU,2008,OCHA-CI,2012,OCHA-CI,CIV12020104,SAN PEDRO,SAN PEDRO
408,3872.96000000000,491098.00000000000,Djamandioké,DJAMANDIOKE,CIV12,CIV1202,CIV120201,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,TABOU,2008,OCHA-CI,2012,OCHA-CI,CIV12020105,SAN PEDRO,SAN PEDRO
409,71610.89999999999,1099600.00000000000,Fengolo,FENGOLO,CIV02,CIV0202,CIV020202,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,MADINANI,2008,OCHA-CI,2012,OCHA-CI,CIV02020201,KABADOUGOU,ODIENNE
410,4979.48000000000,1148240.00000000000,Kimbirila-Nord,KIMBIRILA-NORD,CIV02,CIV0201,CIV020101,COTE D'IVOIRE,CNTIG,DENGUELE,ODIENNE,MINIGNAN,2008,OCHA-CI,2012,OCHA-CI,CIV02010101,FOLON,MINIGNAN
411,184985.00000000000,687582.00000000000,Dahiépa-Kéhi,DAHIEPA-KEHI,CIV11,CIV1101,CIV110102,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GAGNOA,2008,OCHA-CI,2012,OCHA-CI,CIV11010212,GOH,GAGNOA
412,175080.00000000000,662974.00000000000,Dougroupalégnoa,DOUGROUPALEGNOA,CIV11,CIV1101,CIV110102,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GAGNOA,2008,OCHA-CI,2012,OCHA-CI,CIV11010210,GOH,GAGNOA
413,171156.00000000000,646657.00000000000,Doukouyo,DOUKOUYO,CIV11,CIV1101,CIV110102,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GAGNOA,2008,OCHA-CI,2012,OCHA-CI,CIV11010212,GOH,GAGNOA
414,187345.00000000000,707948.00000000000,Yopohue,YOPOHUE,CIV11,CIV1101,CIV110102,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,GAGNOA,2008,OCHA-CI,2012,OCHA-CI,CIV11010202,GOH,GAGNOA
415,128778.00000000000,842688.00000000000,Dananon,DANANON,CIV08,CIV0801,CIV080101,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,VAVOUA,2008,OCHA-CI,2012,OCHA-CI,CIV08010103,HAUT-SASSANDRA,DALOA
416,443217.00000000000,617168.00000000000,Allosso,ALLOSSO,CIV13,CIV1301,CIV130104,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,ALEPE,2008,OCHA-CI,2012,OCHA-CI,CIV13010404,ME,ADZOPE
417,299908.00000000000,570350.00000000000,Toukouzou,TOUKOUZOU,CIV13,CIV1303,CIV130301,COTE D'IVOIRE,CNTIG,LAGUNES,AGBOVILLE,GRAND-LAHOU,2008,OCHA-CI,2012,OCHA-CI,CIV13030105,GRANDS PONTS,DABOU
418,188102.00000000000,794877.00000000000,Tibéita,TIBEITA,CIV08,CIV0802,CIV080202,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,BOUAFLE,2008,OCHA-CI,2012,OCHA-CI,CIV08020201,MARAHOUE,BOUAFLE
419,212699.00000000000,781797.00000000000,Bégbéssou,BEGBESSOU,CIV08,CIV0802,CIV080202,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,BOUAFLE,2008,OCHA-CI,2012,OCHA-CI,CIV08020204,MARAHOUE,BOUAFLE
420,189930.00000000000,759316.00000000000,N'Douffoukankro,N'DOUFFOUKANKRO,CIV08,CIV0802,CIV080202,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,BOUAFLE,2008,OCHA-CI,2012,OCHA-CI,CIV08020205,MARAHOUE,BOUAFLE
421,145611.00000000000,827984.00000000000,Zanzra,ZANZRA,CIV08,CIV0802,CIV080201,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ZUENOULA,2008,OCHA-CI,2012,OCHA-CI,CIV08020104,MARAHOUE,BOUAFLE
422,186391.00000000000,850832.00000000000,Iriéfla,IRIEFLA,CIV08,CIV0802,CIV080201,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ZUENOULA,2008,OCHA-CI,2012,OCHA-CI,CIV08020101,MARAHOUE,BOUAFLE
423,183887.00000000000,820212.00000000000,Maminigui,MAMINIGUI,CIV08,CIV0802,CIV080201,COTE D'IVOIRE,CNTIG,SASSANDRA-MARAHOUE,DALOA,ZUENOULA,2008,OCHA-CI,2012,OCHA-CI,CIV08020106,MARAHOUE,BOUAFLE
424,14995.80000000000,788487.00000000000,Béoué-Zibiao,BEOUE-ZIBIAO,CIV06,CIV0602,CIV060202,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,BANGOLO,2008,OCHA-CI,2012,OCHA-CI,CIV06020201,GUEMON,DUEKOUE
425,-89983.39999999999,824246.00000000000,Gbon-Houyé,GBON-HOUYE,CIV06,CIV0601,CIV060103,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DANANE,2008,OCHA-CI,2012,OCHA-CI,CIV06010303,TONKPI,MAN
426,-72073.50000000000,787744.00000000000,Seileu,SEILEU,CIV06,CIV0601,CIV060103,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,DANANE,2008,OCHA-CI,2012,OCHA-CI,CIV06010307,TONKPI,MAN
427,26290.20000000000,822643.00000000000,Guézon,GUEZON1,CIV06,CIV0602,CIV060201,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,KOUIBLY,2008,OCHA-CI,2012,OCHA-CI,CIV06020103,GUEMON,DUEKOUE
428,28455.50000000000,832925.00000000000,Koua,KOUA,CIV06,CIV0602,CIV060201,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,KOUIBLY,2008,OCHA-CI,2012,OCHA-CI,CIV06020102,GUEMON,DUEKOUE
429,8020.81000000000,817696.00000000000,Tiény-Séably,TIENY-SEABLY,CIV06,CIV0602,CIV060201,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,KOUIBLY,2008,OCHA-CI,2012,OCHA-CI,CIV06020106,GUEMON,DUEKOUE
430,-12892.40000000000,797602.00000000000,Ziogouiné,ZIOGOUINE,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010208,TONKPI,MAN
431,3317.10000000000,829235.00000000000,Zagoué,ZAGOUE,CIV06,CIV0601,CIV060102,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,MAN,2008,OCHA-CI,2012,OCHA-CI,CIV06010205,TONKPI,MAN
432,-93555.39999999999,744080.00000000000,Goulaleu,GOULALEU,CIV06,CIV0601,CIV060104,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,ZOUAN-HOUNIEN,2008,OCHA-CI,2012,OCHA-CI,CIV06010406,TONKPI,MAN
433,-21710.10000000000,728595.00000000000,Kaadé,KAADE,CIV06,CIV0603,CIV060302,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,GUIGLO,2008,OCHA-CI,2012,OCHA-CI,CIV06030202,CAVALLY,GUIGLO
434,-86316.10000000001,723867.00000000000,Méo,MEO,CIV06,CIV0603,CIV060303,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,TOULEPLEU,2008,OCHA-CI,2012,OCHA-CI,CIV06030306,CAVALLY,GUIGLO
435,-105840.00000000000,732796.00000000000,Nézobly,NEZOBLY,CIV06,CIV0603,CIV060303,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,TOULEPLEU,2008,OCHA-CI,2012,OCHA-CI,CIV06030303,CAVALLY,GUIGLO
436,358635.00000000000,749415.00000000000,Assié-Koumassi,ASSIE-KOUMASSI,CIV07,CIV0703,CIV070303,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,BONGOUANOU,2008,OCHA-CI,2012,OCHA-CI,CIV07030302,N'ZI,DIMBOKRO
437,375604.00000000000,740185.00000000000,Kotobi,KOTOBI,CIV07,CIV0703,CIV070304,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,ARRAH,2008,OCHA-CI,2012,OCHA-CI,CIV07030403,N'ZI,DIMBOKRO
438,339782.00000000000,813028.00000000000,Akpassanou,AKPASSANOU,CIV07,CIV0701,CIV070103,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DAOUKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010302,IFFOU,DAOUKRO
439,416318.00000000000,780620.00000000000,N'Gattakro,N'GATTAKRO,CIV07,CIV0701,CIV070103,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DAOUKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010307,IFFOU,DAOUKRO
440,436458.00000000000,827422.00000000000,Samanza,SAMANZA,CIV07,CIV0701,CIV070103,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DAOUKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010301,IFFOU,DAOUKRO
441,297512.00000000000,740344.00000000000,Abigui,ABIGUI,CIV07,CIV0703,CIV070302,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DIMBOKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07030202,N'ZI,DIMBOKRO
442,324496.00000000000,747771.00000000000,Diangokro,DIANGOKRO,CIV07,CIV0703,CIV070302,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,DIMBOKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07030203,N'ZI,DIMBOKRO
443,334319.00000000000,852873.00000000000,Kondossou,KONDOSSOU,CIV07,CIV0701,CIV070102,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,M'BAHIAKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010202,IFFOU,DAOUKRO
444,336742.00000000000,738255.00000000000,Assahara,ASSAHARA,CIV07,CIV0703,CIV070305,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,M'BATTO,2008,OCHA-CI,2012,OCHA-CI,CIV07030501,N'ZI,DIMBOKRO
445,416507.00000000000,849767.00000000000,Anianou,ANIANOU,CIV07,CIV0701,CIV070101,COTE D'IVOIRE,CNTIG,LACS,DIMBOKRO,PRIKRO,2008,OCHA-CI,2012,OCHA-CI,CIV07010103,IFFOU,DAOUKRO
446,144094.00000000000,1097080.00000000000,Baya,BAYA,CIV01,CIV0101,CIV010103,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,BOUNDIALI,2008,OCHA-CI,2012,OCHA-CI,CIV01010301,BAGOUE,BOUNDIALI
447,373787.00000000000,986461.00000000000,Bilimono,BILIMONO,CIV01,CIV0103,CIV010302,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,FERKESSEDOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01030206,TCHOLOGO,FERKESSEDOUGOU
448,311589.00000000000,1044720.00000000000,Sikolo,SIKOLO,CIV01,CIV0103,CIV010302,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,FERKESSEDOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01030204,TCHOLOGO,FERKESSEDOUGOU
449,185995.00000000000,1131490.00000000000,Bougou,BOUGOU,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020101,PORO,KORHOGO
450,193909.00000000000,1039080.00000000000,Dassoungboho,DASSOUNGBOHO,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020111,PORO,KORHOGO
451,178151.00000000000,1087320.00000000000,Katiali,KATIALI,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020104,PORO,KORHOGO
452,157109.00000000000,1123710.00000000000,Katogo,KATOGO,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020102,PORO,KORHOGO
453,219688.00000000000,1002690.00000000000,Kiémou,KIEMOU,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020117,PORO,KORHOGO
454,181846.00000000000,1032550.00000000000,Kombolokoura,KOMBOLOKOURA,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020113,PORO,KORHOGO
455,146773.00000000000,1033050.00000000000,Nafoun,NAFOUN,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020114,PORO,KORHOGO
456,207458.00000000000,1060090.00000000000,Koni,KONI,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020106,PORO,KORHOGO
457,215343.00000000000,1060110.00000000000,Lataha,LATAHA,CIV01,CIV0102,CIV010201,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,KORHOGO,2008,OCHA-CI,2012,OCHA-CI,CIV01020107,PORO,KORHOGO
458,259634.00000000000,1116150.00000000000,Kaouara,KAOUARA,CIV01,CIV0103,CIV010301,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,OUANGOLODOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV01030104,TCHOLOGO,FERKESSEDOUGOU
459,236626.00000000000,1039630.00000000000,Kagbolodougou,KAGBOLODOUGOU,CIV01,CIV0102,CIV010202,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,SINEMATIALI,2008,OCHA-CI,2012,OCHA-CI,CIV01020203,PORO,KORHOGO
460,228149.00000000000,1052410.00000000000,Sédiogo,SEDIOGO,CIV01,CIV0102,CIV010202,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,SINEMATIALI,2008,OCHA-CI,2012,OCHA-CI,CIV01020202,PORO,KORHOGO
461,143699.00000000000,1176330.00000000000,Papara,PAPARA,CIV01,CIV0101,CIV010101,COTE D'IVOIRE,CNTIG,SAVANES,KORHOGO,TENGRELA,2008,OCHA-CI,2012,OCHA-CI,CIV01010101,BAGOUE,BOUNDIALI
462,202116.00000000000,680478.00000000000,Djidji,DJIDJI,CIV11,CIV1102,CIV110201,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,LAKOTA,2008,OCHA-CI,2012,OCHA-CI,CIV11020101,LOH-DJIBOUA,DIVO
463,219442.00000000000,584454.00000000000,Dahiri,DAHIRI,CIV12,CIV1203,CIV120302,COTE D'IVOIRE,CNTIG,BAS-SASSANDRA,SAN PEDRO,FRESCO,2008,OCHA-CI,2012,OCHA-CI,CIV12030202,GBOKLE,SASSANDRA
464,233817.00000000000,656844.00000000000,Nébo,NEBO,CIV11,CIV1102,CIV110202,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,DIVO,2008,OCHA-CI,2012,OCHA-CI,CIV11020203,LOH-DJIBOUA,DIVO
465,257098.00000000000,679240.00000000000,Zégo,ZEGO,CIV11,CIV1102,CIV110202,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,DIVO,2008,OCHA-CI,2012,OCHA-CI,CIV11020202,LOH-DJIBOUA,DIVO
466,271318.00000000000,630075.00000000000,Chiépo,CHIEPO,CIV11,CIV1102,CIV110202,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,DIVO,2008,OCHA-CI,2012,OCHA-CI,CIV11020207,LOH-DJIBOUA,DIVO
467,249191.00000000000,879960.00000000000,Krofoinsou,KROFOINSOU,CIV04,CIV0402,CIV040201,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BOTRO,2008,OCHA-CI,2012,OCHA-CI,CIV04020101,GBEKE,BOUAKE
468,308226.00000000000,843428.00000000000,Bounda,BOUNDA,CIV04,CIV0402,CIV040203,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BOUAKE,2008,OCHA-CI,2012,OCHA-CI,CIV04020304,GBEKE,BOUAKE
469,334106.00000000000,933162.00000000000,Sokala-Sobara,SOKALA-SOBARA,CIV04,CIV0401,CIV040102,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,DABAKALA,2008,OCHA-CI,2012,OCHA-CI,CIV04010204,HAMBOL,KATIOLA
470,363659.00000000000,936703.00000000000,Tendéné Bambarasso,TENDENE-BAMBARASSO,CIV04,CIV0401,CIV040102,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,DABAKALA,2008,OCHA-CI,2012,OCHA-CI,CIV04010203,HAMBOL,KATIOLA
471,362502.00000000000,911286.00000000000,Yaossédougou,YAOSSEDOUGOU,CIV04,CIV0401,CIV040102,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,DABAKALA,2008,OCHA-CI,2012,OCHA-CI,CIV04010206,HAMBOL,KATIOLA
472,257710.00000000000,971537.00000000000,Arikokaha,ARIKOKAHA,CIV04,CIV0401,CIV040101,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,NIAKARAMADOUGOU,2008,OCHA-CI,2012,OCHA-CI,CIV04010105,HAMBOL,KATIOLA
473,261198.00000000000,839631.00000000000,Dibri-Assirikro,DIBRI-ASSIRIKRO,CIV04,CIV0402,CIV040204,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,SAKASSOU,2008,OCHA-CI,2012,OCHA-CI,CIV04020402,GBEKE,BOUAKE
474,102192.00000000000,906748.00000000000,Bobi-Diarabana,BOBI-DIARABANA,CIV05,CIV0503,CIV050302,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,SEGUELA,2008,OCHA-CI,2012,OCHA-CI,CIV05030202,WORODOUGOU,SEGUELA
475,56504.80000000000,870493.00000000000,Kamalo,KAMALO,CIV05,CIV0503,CIV050302,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,SEGUELA,2008,OCHA-CI,2012,OCHA-CI,CIV05030207,WORODOUGOU,SEGUELA
476,540932.00000000000,954685.00000000000,Tagadi,TAGADI,CIV03,CIV0302,CIV030201,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BONDOUKOU,2008,OCHA-CI,2012,OCHA-CI,CIV03020101,GONTOUGO,BONDOUKOU
477,517877.00000000000,872879.00000000000,Pinda-Boroko,PINDA-BOROKO,CIV03,CIV0302,CIV030201,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BONDOUKOU,2008,OCHA-CI,2012,OCHA-CI,CIV03020111,GONTOUGO,BONDOUKOU
478,480816.00000000000,1047250.00000000000,Bouko,BOUKO,CIV03,CIV0301,CIV030103,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BOUNA,2008,OCHA-CI,2012,OCHA-CI,CIV03010302,BOUNKANI,BOUNA
479,505510.00000000000,976730.00000000000,Youndouo,YOUNDOUO,CIV03,CIV0301,CIV030103,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BOUNA,2008,OCHA-CI,2012,OCHA-CI,CIV03010304,BOUNKANI,BOUNA
480,490750.00000000000,999878.00000000000,Ondéfidouo,ONDEFIDOUO,CIV03,CIV0301,CIV030103,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BOUNA,2008,OCHA-CI,2012,OCHA-CI,CIV03010303,BOUNKANI,BOUNA
481,481817.00000000000,1085310.00000000000,Kalamon,KALAMON,CIV03,CIV0301,CIV030102,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,DOROPO,2008,OCHA-CI,2012,OCHA-CI,CIV03010201,BOUNKANI,BOUNA
482,451295.00000000000,1062770.00000000000,Niamoué,NIAMOUE,CIV03,CIV0301,CIV030102,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,DOROPO,2008,OCHA-CI,2012,OCHA-CI,CIV03010203,BOUNKANI,BOUNA
483,492068.00000000000,1071330.00000000000,Danoa,DANOA,CIV03,CIV0301,CIV030102,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,DOROPO,2008,OCHA-CI,2012,OCHA-CI,CIV03010204,BOUNKANI,BOUNA
484,465696.00000000000,863132.00000000000,Diamba,DIAMBA,CIV03,CIV0302,CIV030203,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,TANDA,2008,OCHA-CI,2012,OCHA-CI,CIV03020304,GONTOUGO,BONDOUKOU
485,463837.00000000000,885030.00000000000,Bandakagni-Tomora,BANDAKAGNI-TOMORA,CIV03,CIV0302,CIV030202,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,SANDEGUE,2008,OCHA-CI,2012,OCHA-CI,CIV03020204,GONTOUGO,BONDOUKOU
486,413934.00000000000,953861.00000000000,Kakpin,KAKPIN,CIV03,CIV0301,CIV030104,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,NASSIAN,2008,OCHA-CI,2012,OCHA-CI,CIV03010402,BOUNKANI,BOUNA
487,482573.00000000000,952139.00000000000,Bogofa,BOGOFA,CIV03,CIV0301,CIV030104,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,NASSIAN,2008,OCHA-CI,2012,OCHA-CI,CIV03010403,BOUNKANI,BOUNA
488,493790.00000000000,802341.00000000000,Kokomian,KOKOMIAN,CIV03,CIV0302,CIV030205,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,KOUN-FAO,2008,OCHA-CI,2012,OCHA-CI,CIV03020505,GONTOUGO,BONDOUKOU
489,442415.00000000000,1079730.00000000000,Gogo,GOGO,CIV03,CIV0301,CIV030101,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,TEHINI,2008,OCHA-CI,2012,OCHA-CI,CIV03010101,BOUNKANI,BOUNA
490,496290.00000000000,816025.00000000000,Kouassia-Niaguini,KOUASSIA-NIAGUINI,CIV03,CIV0302,CIV030204,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,TRANSUA,2008,OCHA-CI,2012,OCHA-CI,CIV03020403,GONTOUGO,BONDOUKOU
491,216041.00000000000,850381.00000000000,Béoumi,BEOUMI,CIV04,CIV0402,CIV040202,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BEOUMI,2008,OCHA-CI,2012,OCHA-CI,CIV04020202,GBEKE,BOUAKE
492,236143.00000000000,859694.00000000000,Lolobo,LOLOBO,CIV04,CIV0402,CIV040202,COTE D'IVOIRE,CNTIG,VALLE DU BANDAMA,BOUAKE,BEOUMI,2008,OCHA-CI,2012,OCHA-CI,CIV04020205,GBEKE,BOUAKE
493,505465.00000000000,907624.00000000000,Yézimala,YEZIMALA,CIV03,CIV0302,CIV030201,COTE D'IVOIRE,CNTIG,ZANZAN,BONDOUKOU,BONDOUKOU,2008,OCHA-CI,2012,OCHA-CI,CIV03020106,GONTOUGO,BONDOUKOU
494,0.00000000000,0.00000000000,Yelleu,YELLEU,CIV06,CIV0601,CIV060104,COTE D'IVOIRE,CNTIG,MONTAGNES,MAN,ZOUAN-HOUNIEN,2008,OCHA-CI,2012,OCHA-CI,CIV06010403,TONKPI,MAN
495,0.00000000000,0.00000000000,Kadéko,KADEKO,CIV11,CIV1102,CIV110201,COTE D'IVOIRE,CNTIG,GOH-DJIBOUA,GAGNOA,LAKOTA,2008,OCHA-CI,2012,OCHA-CI,CIV11020102,LOH-DJIBOUA,DIVO
496,-31282.80000000000,1002040.00000000000,Mahandougou,MAHANDOUGOU,CIV05,CIV0502,CIV050201,COTE D'IVOIRE,CNTIG,WOROBA,SEGUELA,KORO,2008,OCHA-CI,2012,OCHA-CI,CIV05020101,BAFING,TOUBA
497,419208.00000000000,577164.00000000000,Grand-Bassam,GRAND-BASSAM,CIV09,CIV0902,CIV090202,COTE D'IVOIRE,CNTIG,COMOE,ABENGOUROU,GRAND-BASSAM,2008,OCHA-CI,2012,OCHA-CI,CIV09020203,SUD-COMOE,ABOISSO
